class	class label	def	op	goleft	goright	rhea	rhea label	is_match	info	info label
http://purl.obolibrary.org/obo/GO_0008776	acetate kinase activity	Catalysis of the reaction: ATP + acetate = ADP + acetyl phosphate.								
http://purl.obolibrary.org/obo/GO_0008804	carbamate kinase activity	Catalysis of the reaction: ATP + NH3 + CO2 = ADP + carbamoyl phosphate.	=	http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1|http://purl.obolibrary.org/obo/CHEBI_16134/ammonia-1|http://purl.obolibrary.org/obo/CHEBI_16526/carbon dioxide-1	http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_17672/carbamoyl phosphate-1	http://rdf.rhea-db.org/10152	ATP + hydrogencarbonate + NH4(+) = ADP + carbamoyl phosphate + H(+) + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_17544|http://purl.obolibrary.org/obo/CHEBI_28938|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_58228	water|hydron|hydrogencarbonate|ammonium|ATP(4-)|ADP(3-)|carbamoyl phosphate(2-)
http://purl.obolibrary.org/obo/GO_0008819	cobinamide kinase activity	Catalysis of the reaction: cobinamide + ATP = cobinamide phosphate + ADP. This reaction is the phosphorylation of the hydroxyl group of the 1-amino-2-propanol residue of cobinamide, in the presence of ATP, to form cobinamide phosphate.								
http://purl.obolibrary.org/obo/GO_0008887	glycerate kinase activity	Catalysis of the reaction: D-glycerate + ATP = 3-phospho-D-glycerate + ADP + 2 H(+).	=	http://purl.obolibrary.org/obo/CHEBI_16659/D-glycerate-1|http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1	http://purl.obolibrary.org/obo/CHEBI_58272/3-phosphonato-D-glycerate(3-)-1|http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-2	http://rdf.rhea-db.org/23516	ATP + D-glycerate = 3-phospho-D-glycerate + ADP + H(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_16659|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_58272	hydron|D-glycerate|ATP(4-)|ADP(3-)|3-phosphonato-D-glycerate(3-)
http://purl.obolibrary.org/obo/GO_0008902	hydroxymethylpyrimidine kinase activity	Catalysis of the reaction: 4-amino-5-hydroxymethyl-2-methylpyrimidine + ATP = 4-amino-2-methyl-5-phosphomethylpyrimidine + ADP + 2 H(+).	=	http://purl.obolibrary.org/obo/CHEBI_16892/4-amino-5-hydroxymethyl-2-methylpyrimidine-1|http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1	http://x.org/noparse#4-amino-2-methyl-5-phosphomethylpyrimidine/4-amino-2-methyl-5-phosphomethylpyrimidine-1|http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-2	http://rdf.rhea-db.org/23096	4-amino-5-hydroxymethyl-2-methylpyrimidine + ATP = 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ADP + H(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_16892|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_58354	hydron|4-amino-5-hydroxymethyl-2-methylpyrimidine|ATP(4-)|ADP(3-)|4-amino-2-methyl-5-phosphonatooxymethylpyrimidine(2-)
http://purl.obolibrary.org/obo/GO_0008906	inosine kinase activity	Catalysis of the reaction: ATP + inosine = ADP + IMP.	=	http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1|http://purl.obolibrary.org/obo/CHEBI_17596/inosine-1	http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_58053/IMP(2-)-1	http://rdf.rhea-db.org/21140	ATP + inosine = ADP + H(+) + IMP	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_17596|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_58053	hydron|inosine|ATP(4-)|ADP(3-)|IMP(2-)
http://purl.obolibrary.org/obo/GO_0008972	phosphomethylpyrimidine kinase activity	Catalysis of the reaction: ATP + 4-amino-2-methyl-5-phosphomethylpyrimidine = ADP + 4-amino-2-methyl-5-diphosphomethylpyrimidine.	=	http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1|http://x.org/noparse#4-amino-2-methyl-5-phosphomethylpyrimidine/4-amino-2-methyl-5-phosphomethylpyrimidine-1	http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://x.org/noparse#4-amino-2-methyl-5-diphosphomethylpyrimidine/4-amino-2-methyl-5-diphosphomethylpyrimidine-1	http://rdf.rhea-db.org/19893	4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ATP = 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + ADP	nomatch	http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_57841|http://purl.obolibrary.org/obo/CHEBI_58354	ATP(4-)|ADP(3-)|4-amino-2-methyl-5-diphosphonatooxymethylpyrimidine(3-)|4-amino-2-methyl-5-phosphonatooxymethylpyrimidine(2-)
http://purl.obolibrary.org/obo/GO_0008974	phosphoribulokinase activity	Catalysis of the reaction: D-ribulose 5-phosphate + ATP = D-ribulose 1,5-bisphosphate + ADP + 2 H(+).	=	http://purl.obolibrary.org/obo/CHEBI_58121/D-ribulose 5-phosphate(2-)-1|http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1	http://purl.obolibrary.org/obo/CHEBI_57870/D-ribulose 1,5-bisphosphate(4-)-1|http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-2	http://rdf.rhea-db.org/19365	ATP + D-ribulose 5-phosphate = ADP + D-ribulose 1,5-bisphosphate + H(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_57870|http://purl.obolibrary.org/obo/CHEBI_58121	hydron|ATP(4-)|ADP(3-)|D-ribulose 1,5-bisphosphate(4-)|D-ribulose 5-phosphate(2-)
http://purl.obolibrary.org/obo/GO_0008976	polyphosphate kinase activity	Catalysis of the reaction: ATP + phosphate(n) = ADP + phosphate(n+1).								
http://purl.obolibrary.org/obo/GO_0008980	propionate kinase activity	Catalysis of the reaction: ATP + propanoate = ADP + propanoyl phosphate.								
http://purl.obolibrary.org/obo/GO_0008986	pyruvate, water dikinase activity	Catalysis of the reaction: ATP + H(2)O + pyruvate = AMP + 3 H(+) + phosphate + phosphoenolpyruvate.	=	http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1|http://x.org/noparse#H(2)O/H(2)O-1|http://purl.obolibrary.org/obo/CHEBI_15361/pyruvate-1	http://purl.obolibrary.org/obo/CHEBI_16027/adenosine 5'-monophosphate-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-3|http://purl.obolibrary.org/obo/CHEBI_26020/phosphate-1|http://purl.obolibrary.org/obo/CHEBI_18021/phosphoenolpyruvate-1	http://rdf.rhea-db.org/11364	ATP + H2O + pyruvate = AMP + 2 H(+) + phosphate + phosphoenolpyruvate	nomatch	http://purl.obolibrary.org/obo/CHEBI_15361|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_43474|http://purl.obolibrary.org/obo/CHEBI_456215|http://purl.obolibrary.org/obo/CHEBI_58702	pyruvate|water|hydron|ATP(4-)|hydrogenphosphate|adenosine 5'-monophosphate(2-)|phosphonatoenolpyruvate
http://purl.obolibrary.org/obo/GO_0009024	tagatose-6-phosphate kinase activity	Catalysis of the reaction: ATP + D-tagatose 6-phosphate = ADP + D-tagatose 1,6-bisphosphate.	=	http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1|http://purl.obolibrary.org/obo/CHEBI_138150/D-tagatopyranose 1-phosphate(2-)-1	http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_16743/D-tagatose 1,6-bisphosphate-1	http://rdf.rhea-db.org/12420	ATP + D-tagatofuranose 6-phosphate = ADP + D-tagatofuranose 1,6-bisphosphate + H(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_58694|http://purl.obolibrary.org/obo/CHEBI_58695	hydron|ATP(4-)|ADP(3-)|D-tagatofuranose 1,6-bisphosphate(4-)|D-tagatofuranose 6-phosphate(2-)
http://purl.obolibrary.org/obo/GO_0009029	tetraacyldisaccharide 4'-kinase activity	Catalysis of the reaction: 2,3-bis(3-hydroxytetradecanoyl)-D-glucosaminyl-(1->6)-beta-D-2,3-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate + ATP = ADP + 2 H(+) + lipid IV(a).								
http://purl.obolibrary.org/obo/GO_0009030	thiamine-phosphate kinase activity	Catalysis of the reaction: ATP + thiamine phosphate = ADP + H(+) + thiamine diphosphate.	=	http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1|http://purl.obolibrary.org/obo/CHEBI_37575/thiamine(1+) monophosphate(2-)-1	http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-1|http://purl.obolibrary.org/obo/CHEBI_58937/thiamine(1+) diphosphate(3-)-1	http://rdf.rhea-db.org/15913	ATP + thiamine phosphate = ADP + thiamine diphosphate	nomatch	http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_37575|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_58937	ATP(4-)|thiamine(1+) monophosphate(2-)|ADP(3-)|thiamine(1+) diphosphate(3-)
http://purl.obolibrary.org/obo/GO_0010276	phytol kinase activity	Catalysis of the reaction: phytol + CTP = phytyl monophosphate + CDP + H+.								
http://purl.obolibrary.org/obo/GO_0016307	phosphatidylinositol phosphate kinase activity	Catalysis of the reaction: ATP + a phosphatidylinositol phosphate = ADP + a phosphatidylinositol bisphosphate.								
http://purl.obolibrary.org/obo/GO_0017050	D-erythro-sphingosine kinase activity	Catalysis of the reaction: sphingosine + ATP = sphingosine 1-phosphate + ADP.								
http://purl.obolibrary.org/obo/GO_0018720	phenol kinase activity	Catalysis of the reaction: phenol + X-HPO3- = XH + phenylphosphate.								
http://purl.obolibrary.org/obo/GO_0019140	inositol 3-kinase activity	Catalysis of the reaction: ATP + myo-inositol = ADP + 1D-myo-inositol 3-phosphate.	=	http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1|http://purl.obolibrary.org/obo/CHEBI_17268/myo-inositol-1	http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_18169/1D-myo-inositol 3-phosphate-1	http://rdf.rhea-db.org/21804	ATP + myo-inositol = 1D-myo-inositol 3-phosphate + ADP + H(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_17268|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_58401	hydron|myo-inositol|ATP(4-)|ADP(3-)|1D-myo-inositol 3-phosphate(2-)
http://purl.obolibrary.org/obo/GO_0019165	thiamine kinase activity	Catalysis of the reaction: ATP + thiamine = ADP + 2 H(+) + thiamine phosphate.	=	http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1|http://purl.obolibrary.org/obo/CHEBI_33283/thiamine(1+) chloride-1	http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-2|http://purl.obolibrary.org/obo/CHEBI_37575/thiamine(1+) monophosphate(2-)-1	http://rdf.rhea-db.org/12012	ATP + thiamine = ADP + H(+) + thiamine phosphate	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_18385|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_37575|http://purl.obolibrary.org/obo/CHEBI_456216	hydron|thiamine(1+)|ATP(4-)|thiamine(1+) monophosphate(2-)|ADP(3-)
http://purl.obolibrary.org/obo/GO_0019200	carbohydrate kinase activity	Catalysis of the transfer of a phosphate group, usually from ATP, to a carbohydrate substrate molecule.								
http://purl.obolibrary.org/obo/GO_0019202	amino acid kinase activity	Catalysis of the transfer of a phosphate group, usually from ATP, to an amino acid substrate.								
http://purl.obolibrary.org/obo/GO_0019205	nucleobase-containing compound kinase activity	Catalysis of the transfer of a phosphate group, usually from ATP or GTP, to a nucleobase, nucleoside, nucleotide or polynucleotide substrate.								
http://purl.obolibrary.org/obo/GO_0004618	phosphoglycerate kinase activity	Catalysis of the reaction: 3-phospho-D-glycerate + ATP = 3-phospho-D-glyceroyl phosphate + ADP + H(+).	=	http://purl.obolibrary.org/obo/CHEBI_58272/3-phosphonato-D-glycerate(3-)-1|http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1	http://purl.obolibrary.org/obo/CHEBI_57604/3-phosphonato-D-glyceroyl phosphate(4-)-1|http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-1	http://rdf.rhea-db.org/14801	3-phospho-D-glycerate + ATP = 3-phospho-D-glyceroyl phosphate + ADP	nomatch	http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_57604|http://purl.obolibrary.org/obo/CHEBI_58272	ATP(4-)|ADP(3-)|3-phosphonato-D-glyceroyl phosphate(4-)|3-phosphonato-D-glycerate(3-)
http://purl.obolibrary.org/obo/GO_0009038	undecaprenol kinase activity	Catalysis of the reaction: ATP + undecaprenol = ADP + undecaprenyl phosphate.								
http://purl.obolibrary.org/obo/GO_0030387	fructosamine-3-kinase activity	Catalysis of the phosphorylation of fructosamine to form fructosamine-3-kinase.								
http://purl.obolibrary.org/obo/GO_0033857	diphosphoinositol-pentakisphosphate kinase activity	Catalysis of the reaction: ATP + 1D-myo-inositol 5-diphosphate pentakisphosphate = ADP + 1D-myo-inositol bisdiphosphate tetrakisphosphate.								
http://purl.obolibrary.org/obo/GO_0034071	aminoglycoside phosphotransferase activity	Catalysis of the reaction: ATP + aminoglycoside = ADP + phosphoaminoglycoside.								
http://purl.obolibrary.org/obo/GO_0035004	phosphatidylinositol 3-kinase activity	Catalysis of the reaction: ATP + a phosphatidylinositol = ADP + a phosphatidylinositol 3-phosphate. This reaction is the addition of a phosphate group to phosphatidylinositol or one of its phosphorylated derivatives at the 3' position of the inositol ring.								
http://purl.obolibrary.org/obo/GO_0035299	inositol pentakisphosphate 2-kinase activity	Catalysis of the reaction: 1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ATP = 1D-myo-inositol hexakisphosphate + ADP + 2 H(+).	=	http://purl.obolibrary.org/obo/CHEBI_57733/myo-inositol 1,3,4,5,6-pentakisphosphate(10-)-1|http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1	http://purl.obolibrary.org/obo/CHEBI_58130/myo-inositol hexakisphosphate(12-)-1|http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-2	http://rdf.rhea-db.org/20313	1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ATP = 1D-myo-inositol hexakisphosphate + ADP + H(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_57733|http://purl.obolibrary.org/obo/CHEBI_58130	hydron|ATP(4-)|ADP(3-)|myo-inositol 1,3,4,5,6-pentakisphosphate(10-)|myo-inositol hexakisphosphate(12-)
http://purl.obolibrary.org/obo/GO_0036357	2-phosphoglycerate kinase activity	Catalysis of the reaction: 2-phosphoglycerate + ATP = 2,3-diphosphoglycerate + ADP.								
http://purl.obolibrary.org/obo/GO_0042736	NADH kinase activity	Catalysis of the reaction: ATP + NADH = ADP + 2 H(+) + NADPH.	=	http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1|http://purl.obolibrary.org/obo/CHEBI_16908/NADH-1	http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-2|http://purl.obolibrary.org/obo/CHEBI_57783/NADPH(4-)-1	http://rdf.rhea-db.org/12260	ATP + NADH = ADP + H(+) + NADPH	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_57783|http://purl.obolibrary.org/obo/CHEBI_57945	hydron|ATP(4-)|ADP(3-)|NADPH(4-)|NADH(2-)
http://purl.obolibrary.org/obo/GO_0043744	N2-acetyl-L-aminoadipate kinase activity	Catalysis of the reaction: ATP + N-acetyl-L-aminoadipate = ADP + N-acetyl-L-aminoadipate 5-phosphate.								
http://purl.obolibrary.org/obo/GO_0043749	phenol, water dikinase activity	Catalysis of the reaction: phenol + MgATP + H2O = phenylphosphate + MgAMP + orthophosphate.								
http://purl.obolibrary.org/obo/GO_0043752	adenosylcobinamide kinase activity	Catalysis of the reaction: RTP + adenosylcobinamide = adenosylcobinamide phosphate + RDP (where RTP is either ATP or GTP).								
http://purl.obolibrary.org/obo/GO_0043841	(S)-lactate 2-kinase activity	Catalysis of the reaction: (S)-lactate + GTP = 2-phospho-(S)-lactate + GDP.								
http://purl.obolibrary.org/obo/GO_0043843	ADP-specific glucokinase activity	Catalysis of the reaction: ADP + D-glucose = AMP + D-glucose 6-phosphate.	=	http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_4167/D-glucopyranose-1	http://purl.obolibrary.org/obo/CHEBI_16027/adenosine 5'-monophosphate-1|http://purl.obolibrary.org/obo/CHEBI_14314/D-glucose 6-phosphate-1	http://rdf.rhea-db.org/11460	ADP + D-glucose = AMP + D-glucose 6-phosphate + H(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_4167|http://purl.obolibrary.org/obo/CHEBI_456215|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_61548	hydron|D-glucopyranose|adenosine 5'-monophosphate(2-)|ADP(3-)|D-glucopyranose 6-phosphate(2-)
http://purl.obolibrary.org/obo/GO_0043844	ADP-specific phosphofructokinase activity	Catalysis of the reaction: ADP + D-fructose 6-phosphate = AMP + D-fructose 1,6-bisphosphate.	=	http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_78697/D-fructose 6-phosphate-1	http://purl.obolibrary.org/obo/CHEBI_16027/adenosine 5'-monophosphate-1|http://purl.obolibrary.org/obo/CHEBI_78682/D-fructose 1,6-bisphosphate-1	http://rdf.rhea-db.org/20105	ADP + beta-D-fructose 6-phosphate = AMP + beta-D-fructose 1,6-bisphosphate + H(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_32966|http://purl.obolibrary.org/obo/CHEBI_456215|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_57634	hydron|beta-D-fructofuranose 1,6-bisphosphate(4-)|adenosine 5'-monophosphate(2-)|ADP(3-)|beta-D-fructofuranose 6-phosphate(2-)
http://purl.obolibrary.org/obo/GO_0046316	gluconokinase activity	Catalysis of the reaction: D-gluconate + ATP = 6-phospho-D-gluconate + ADP + 2 H(+).	=	http://purl.obolibrary.org/obo/CHEBI_18391/D-gluconate-1|http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1	http://purl.obolibrary.org/obo/CHEBI_58759/6-phosphonatooxy-D-gluconate-1|http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-2	http://rdf.rhea-db.org/19433	ATP + D-gluconate = 6-phospho-D-gluconate + ADP + H(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_18391|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_58759	hydron|D-gluconate|ATP(4-)|ADP(3-)|6-phosphonatooxy-D-gluconate
http://purl.obolibrary.org/obo/GO_0046522	S-methyl-5-thioribose kinase activity	Catalysis of the reaction: S-methyl-5-thio-D-ribose + ATP = S-methyl-5-thio-alpha-D-ribose 1-phosphate + ADP + 2 H(+).	=	http://purl.obolibrary.org/obo/CHEBI_16895/S-methyl-5-thio-D-ribose-1|http://purl.obolibrary.org/obo/CHEBI_30616/ATP(4-)-1	http://purl.obolibrary.org/obo/CHEBI_58533/S-methyl-5-thio-alpha-D-ribose 1-phosphate(2-)-1|http://purl.obolibrary.org/obo/CHEBI_16761/ADP-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-2	http://rdf.rhea-db.org/22312	ATP + S-methyl-5-thio-D-ribose = ADP + H(+) + S-methyl-5-thio-alpha-D-ribose 1-phosphate	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_16895|http://purl.obolibrary.org/obo/CHEBI_30616|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/CHEBI_58533	hydron|S-methyl-5-thio-D-ribose|ATP(4-)|ADP(3-)|S-methyl-5-thio-alpha-D-ribose 1-phosphate(2-)
http://purl.obolibrary.org/obo/GO_0047321	diphosphate-protein phosphotransferase activity	Catalysis of the reaction: microsomal-membrane protein + diphosphate = diphosphate + O-phospho-microsomal-membrane protein.								
http://purl.obolibrary.org/obo/GO_0047324	phosphoenolpyruvate-glycerone phosphotransferase activity	Catalysis of the reaction: glycerone + phosphoenolpyruvate = glycerone phosphate + pyruvate.	=	http://x.org/noparse#glycerone/glycerone-1|http://purl.obolibrary.org/obo/CHEBI_18021/phosphoenolpyruvate-1	http://x.org/noparse#glycerone phosphate/glycerone phosphate-1|http://purl.obolibrary.org/obo/CHEBI_15361/pyruvate-1	http://rdf.rhea-db.org/18381	dihydroxyacetone + phosphoenolpyruvate = dihydroxyacetone phosphate + pyruvate	nomatch	http://purl.obolibrary.org/obo/CHEBI_15361|http://purl.obolibrary.org/obo/CHEBI_16016|http://purl.obolibrary.org/obo/CHEBI_57642|http://purl.obolibrary.org/obo/CHEBI_58702	pyruvate|dihydroxyacetone|glycerone phosphate(2-)|phosphonatoenolpyruvate
http://purl.obolibrary.org/obo/GO_0047327	glycerol-3-phosphate-glucose phosphotransferase activity	Catalysis of the reaction: sn-glycerol 3-phosphate + D-glucose = D-glucose 6-phosphate + glycerol.	=	http://purl.obolibrary.org/obo/CHEBI_15978/sn-glycerol 3-phosphate-1|http://purl.obolibrary.org/obo/CHEBI_4167/D-glucopyranose-1	http://purl.obolibrary.org/obo/CHEBI_14314/D-glucose 6-phosphate-1|http://purl.obolibrary.org/obo/CHEBI_17754/glycerol-1	http://rdf.rhea-db.org/21288	D-glucose + sn-glycerol 3-phosphate = D-glucose 6-phosphate + glycerol	nomatch	http://purl.obolibrary.org/obo/CHEBI_17754|http://purl.obolibrary.org/obo/CHEBI_4167|http://purl.obolibrary.org/obo/CHEBI_57597|http://purl.obolibrary.org/obo/CHEBI_61548	glycerol|D-glucopyranose|sn-glycerol 3-phosphate(2-)|D-glucopyranose 6-phosphate(2-)
http://purl.obolibrary.org/obo/GO_0047328	acyl-phosphate-hexose phosphotransferase activity	Catalysis of the reaction: D-hexose + acyl phosphate = D-hexose phosphate + an acid.								
http://purl.obolibrary.org/obo/GO_0047329	phosphoramidate-hexose phosphotransferase activity	Catalysis of the reaction: hexose + phosphoramidate = hexose 1-phosphate + NH3.	=	http://purl.obolibrary.org/obo/CHEBI_18133/hexose-1|http://purl.obolibrary.org/obo/CHEBI_29920/phosphoramidate-1	http://purl.obolibrary.org/obo/CHEBI_24588/hexose 1-phosphate-1|http://purl.obolibrary.org/obo/CHEBI_16134/ammonia-1	http://rdf.rhea-db.org/10972	D-hexose + H(+) + phosphoramidate = alpha-D-hexose 1-phosphate + NH4(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_28938|http://purl.obolibrary.org/obo/CHEBI_29920|http://purl.obolibrary.org/obo/CHEBI_4194|http://purl.obolibrary.org/obo/CHEBI_57734	hydron|ammonium|phosphoramidate|D-hexose|alpha-D-hexose 1-phosphate(2-)
http://purl.obolibrary.org/obo/GO_0047330	polyphosphate-glucose phosphotransferase activity	Catalysis of the reaction: beta-D-glucose + long chain polyphosphate = glucose-6-phosphate + long chain polyphosphate.								
http://purl.obolibrary.org/obo/GO_0047331	diphosphate-glycerol phosphotransferase activity	Catalysis of the reaction: glycerol + diphosphate = glycerol 1-phosphate + H(+) + phosphate.	=	http://purl.obolibrary.org/obo/CHEBI_17754/glycerol-1|http://purl.obolibrary.org/obo/CHEBI_18361/diphosphate(4-)-1	http://purl.obolibrary.org/obo/CHEBI_14336/glycerol 1-phosphate-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-1|http://purl.obolibrary.org/obo/CHEBI_26020/phosphate-1	http://rdf.rhea-db.org/13689	diphosphate + glycerol = glycerol 1-phosphate + H(+) + phosphate	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_17754|http://purl.obolibrary.org/obo/CHEBI_231935|http://purl.obolibrary.org/obo/CHEBI_33019|http://purl.obolibrary.org/obo/CHEBI_43474	hydron|glycerol|glycerol 1-phosphate(2-)|diphosphate(3-)|hydrogenphosphate
