class	class label	op	goleft	goright	rhea	rhea label	score	info	info label	def
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:13849	D-arabinose = D-ribulose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_46994|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_17173	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:13925	(3R)-hydroxytetradecanoyl-[ACP] + UDP-N-acetyl-alpha-D-glucosamine = holo-[ACP] + UDP-3-O-[(3R)-3-hydroxytetradecanoyl]-N-acetyl-alpha-D-glucosamine	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57705|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_61494	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:14201	D-lyxose = D-xylulose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_17140|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_16789	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:14657	aldehydo-D-ribose 5-phosphate = D-ribulose 5-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58273|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58121	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:15145	maltose = alpha,alpha-trehalose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_17306|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_16551	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:15469	1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide = 5-[(5-phospho-1-deoxy-D-ribulos-1-ylimino)methylamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58435|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58525	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:15745	[(2->1)-beta-D-fructosyl](n) + sucrose = [(2->1)-beta-D-fructosyl](n+1) + D-glucose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_4167|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_17992	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:16209	Co-precorrin-8X = cob(II)yrinate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_70792|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58894	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:16249	alpha-D-glucose 6-phosphate = beta-D-glucose 6-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58247|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58225	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:16969	dTDP-4-dehydro-6-deoxy-alpha-D-glucose = dTDP-4-dehydro-beta-L-rhamnose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57649|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_62830	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:17213	UDP-N-acetyl-alpha-D-glucosamine = UDP-N-acetyl-alpha-D-mannosamine	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_68623|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57705	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:17233	L-fucose = L-fuculose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_2181|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_17617	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:17577	ADP-D-glycero-beta-D-manno-heptose = ADP-L-glycero-beta-D-manno-heptose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_61506|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_59967	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:18497	L-ribulose 5-phosphate = L-xylulose 5-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58226|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57829	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:18585	D-glyceraldehyde 3-phosphate = dihydroxyacetone phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_59776|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57642	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:18665	3-phospho-D-glyceroyl phosphate + [phosphate](n) = 3-phospho-D-glycerate + [phosphate](n+1)	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57604|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58272	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:18769	5-methylsulfanyl-2,3-dioxopentyl phosphate = 2-hydroxy-5-methylsulfanyl-3-oxopent-1-enyl phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58828|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_59505	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:18793	alpha-D-ribose 1-phosphate = D-ribose 5-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_78346|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57720	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:18825	[(1->6)-alpha-D-glucosyl](n) + sucrose = [(1->6)-alpha-D-glucosyl](n+1) + D-fructose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_37721|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_17992	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:19033	an N-acyl-D-glucosamine = an N-acyl-D-mannosamine	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_16062|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_17274	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:19245	N-phenylhydroxylamine = 2-aminophenol	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_28902|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_18112	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:19989	S-methyl-5-thio-alpha-D-ribose 1-phosphate = 5-methylsulfanyl-D-ribulose 1-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58548|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58533	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:20033	isopenicillin N = penicillin N	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58408|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58399	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:20113	beta-D-glucose 1-phosphate = beta-D-glucose 6-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58247|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57684	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:20269	4-(4-deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate = 2 5-dehydro-4-deoxy-D-glucuronate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_17117|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_60189	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:20325	N-hydroxy-4-acetylaminobiphenyl = N-acetoxy-4-aminobiphenyl	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_16395|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_16434	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:20393	holo-[citrate lyase ACP] + S-acetylphosphopantotheine = acetyl-[citrate lyase ACP] + D-pantetheine 4'-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_61723|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58555	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:20517	UDP-N-acetyl-alpha-D-glucosamine = UDP-N-acetyl-alpha-D-galactosamine	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_67138|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57705	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:16041	[(1->3)-beta-D-glucosyl](n) + phosphate = [(1->3)-beta-D-glucosyl](n-1) + alpha-D-glucose 1-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58601|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_43474	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:10804	(S)-allantoin = (R)-(-)-allantoin	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_15678|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_15677	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:10820	D-threo-isocitrate = D-erythro-isocitrate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_15563|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_15562	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:15901	2-phospho-D-glycerate = 3-phospho-D-glycerate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58289|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58272	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:20796	aldehydo-D-ribose = D-ribulose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_47014|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_17173	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:21540	N-(5-phospho-beta-D-ribosyl)anthranilate = 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_18277|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58613	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:21656	CDP-alpha-D-paratose = CDP-3,6-dideoxy-alpha-D-mannose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_70785|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_88041	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:22152	a ubiquinone + D-glucose = a ubiquinol + D-glucono-1,5-lactone	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_4167|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_16217	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:22168	UDP-alpha-D-glucose = UDP-alpha-D-galactose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_66914|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58885	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:22368	L-ribulose 5-phosphate = D-xylulose 5-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57737|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58226	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:22568	ascopyrone M = ascopyrone P	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_50071|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_50070	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:22604	D-mannose = D-fructose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_4208|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_37721	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
