class	class label	rhea	metacyc	ec	umbbd_enzyme	umbbd_reaction	kegg	img	is_leaf
GO:0047320	D-4-hydroxyphenylglycine transaminase activity	RHEA:15589	MetaCyc:2.6.1.72-RXN	EC:2.6.1.72			KEGG:R04234		true
GO:0047531	2,5-diaminovalerate transaminase activity	RHEA:16017	MetaCyc:25-DIAMINOVALERATE-AMINOTRANSFERASE-RXN	EC:2.6.1.8			KEGG:R03248		true
GO:0047536	2-aminoadipate transaminase activity	RHEA:12601	MetaCyc:2-AMINOADIPATE-AMINOTRANSFERASE-RXN	EC:2.6.1.39			KEGG:R01939		true
GO:0047537	2-aminohexanoate transaminase activity	RHEA:23600	MetaCyc:2-AMINOHEXANOATE-AMINOTRANSFERASE-RXN	EC:2.6.1.67					true
GO:0047578	4-hydroxyglutamate transaminase activity	RHEA:10480	MetaCyc:4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN	EC:2.6.1.23					true
GO:0047589	5-aminovalerate transaminase activity	RHEA:10212	MetaCyc:VAGL-RXN	EC:2.6.1.48			KEGG:R02274		true
GO:0047635	alanine-oxo-acid transaminase activity		MetaCyc:ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN	EC:2.6.1.12					false
GO:0047665	aminolevulinate transaminase activity	RHEA:12480	MetaCyc:AMINOLEVULINATE-AMINOTRANSFERASE-RXN	EC:2.6.1.43			KEGG:R02271		true
GO:0047740	cephalosporin-C transaminase activity	RHEA:14553	MetaCyc:CEPHALOSPORIN-C-TRANSAMINASE-RXN	EC:2.6.1.74			KEGG:R03063		true
GO:0047801	L-cysteine:2-oxoglutarate aminotransferase activity	RHEA:17441	MetaCyc:CYSTEINE-AMINOTRANSFERASE-RXN	EC:2.6.1.3					true
GO:0047802	cysteine-conjugate transaminase activity	RHEA:13485	MetaCyc:CYSTEINE-CONJUGATE-TRANSAMINASE-RXN	EC:2.6.1.75			KEGG:R04338		true
GO:0047810	D-alanine:2-oxoglutarate aminotransferase activity	RHEA:15869	MetaCyc:D-ALANINE-AMINOTRANSFERASE-RXN	EC:2.6.1.21					true
GO:0047861	diiodotyrosine transaminase activity	RHEA:19781	MetaCyc:DIIODOTYROSINE-AMINOTRANSFERASE-RXN	EC:2.6.1.24			KEGG:R03207		true
GO:0047958	glycine:2-oxoglutarate aminotransferase activity	RHEA:14089	MetaCyc:GLYCINE-AMINOTRANSFERASE-RXN	EC:2.6.1.4					true
GO:0050048	L-leucine:2-oxoglutarate aminotransferase activity	RHEA:18321	MetaCyc:LEUCINE-AMINOTRANSFERASE-RXN	EC:2.6.1.6					true
GO:0050065	lysine-pyruvate 6-transaminase activity	RHEA:19393	MetaCyc:LYSINE--PYRUVATE-6-AMINOTRANSFERASE-RXN|MetaCyc:PWY-5324	EC:2.6.1.71			KEGG:R00453		true
GO:0050094	methionine-glyoxylate transaminase activity	RHEA:22884	MetaCyc:METHIONINE--GLYOXYLATE-TRANSAMINASE-RXN	EC:2.6.1.73			KEGG:R00652		true
GO:0050155	ornithine(lysine) transaminase activity	RHEA:23795	MetaCyc:ORNITHINELYSINE-AMINOTRANSFERASE-RXN	EC:2.6.1.68					true
GO:0050281	serine-glyoxylate transaminase activity	RHEA:19125	MetaCyc:SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	EC:2.6.1.45					true
GO:0050322	taurine-2-oxoglutarate transaminase activity	RHEA:16353	MetaCyc:RXN-2301	EC:2.6.1.55					true
GO:0062045	L-lysine alpha-aminotransferase								true
GO:0070529	L-tryptophan aminotransferase activity								false
GO:0070546	L-phenylalanine aminotransferase activity								false
GO:0070547	L-tyrosine aminotransferase activity								false
GO:0070548	L-glutamine aminotransferase activity								false
GO:0099620	UDP-4-amino-4-deoxy-L-arabinose aminotransferase			EC:2.6.1.87					true
GO:0102081	homotaurine:2-oxoglutarate aminotransferase activity		MetaCyc:RXN-10822						true
GO:0102351	gamma-aminobutyrate transaminase (glyoxylate dependent) activity		MetaCyc:RXN-13328	EC:2.6.1.96					true
GO:0102570	tyrosine:phenylpyruvate aminotransferase activity		MetaCyc:RXN-15200						true
GO:0102658	2-oxo-5-methylthiopentanoate aminotransferase activity		MetaCyc:RXN-2205						true
GO:0102933	GDP-4-dehydro-6-deoxy-D-mannose-4-aminotransferase activity		MetaCyc:RXN-8953	EC:2.6.1.102					true
GO:0103105	2-oxo-6-methylthiohexanoate aminotransferase activity		MetaCyc:RXNQT-4345						true
GO:0050206	oximinotransferase activity	RHEA:11624	MetaCyc:OXIMINOTRANSFERASE-RXN	EC:2.6.3.1			KEGG:R03796		true
GO:0000827	inositol-1,3,4,5,6-pentakisphosphate kinase activity								true
GO:0000828	inositol hexakisphosphate kinase activity								false
GO:0000829	inositol heptakisphosphate kinase activity								false
GO:0001727	lipid kinase activity								false
GO:0003951	NAD+ kinase activity	RHEA:18629	MetaCyc:NAD-KIN-RXN	EC:2.7.1.23			KEGG:R00104		true
GO:0003991	acetylglutamate kinase activity	RHEA:14629	MetaCyc:ACETYLGLUTKIN-RXN	EC:2.7.2.8					true
GO:0004020	adenylylsulfate kinase activity	RHEA:24152	MetaCyc:ADENYLYLSULFKIN-RXN	EC:2.7.1.25					true
GO:0004103	choline kinase activity	RHEA:12837	MetaCyc:CHOLINE-KINASE-RXN	EC:2.7.1.32			KEGG:R01021		true
GO:0004111	creatine kinase activity	RHEA:17157	MetaCyc:CREATINE-KINASE-RXN	EC:2.7.3.2			KEGG:R01881		true
GO:0004140	dephospho-CoA kinase activity	RHEA:18245	MetaCyc:DEPHOSPHOCOAKIN-RXN	EC:2.7.1.24			KEGG:R00130		true
GO:0004143	diacylglycerol kinase activity	RHEA:10272	MetaCyc:DIACYLGLYKIN-RXN	EC:2.7.1.107					true
GO:0004168	dolichol kinase activity	RHEA:13133	MetaCyc:DOLICHOL-KINASE-RXN	EC:2.7.1.108					true
GO:0004305	ethanolamine kinase activity	RHEA:13069	MetaCyc:ETHANOLAMINE-KINASE-RXN	EC:2.7.1.82			KEGG:R01468		true
GO:0004370	glycerol kinase activity	RHEA:21644	MetaCyc:GLYCEROL-KIN-RXN	EC:2.7.1.30			KEGG:R00847		true
GO:0004371	glycerone kinase activity	RHEA:15773	MetaCyc:GLYCERONE-KINASE-RXN	EC:2.7.1.29			KEGG:R01011		true
GO:0004417	hydroxyethylthiazole kinase activity	RHEA:24212	MetaCyc:THIAZOLSYN3-RXN	EC:2.7.1.50			KEGG:R04448		true
GO:0004496	mevalonate kinase activity	RHEA:17065	MetaCyc:MEVALONATE-KINASE-RXN	EC:2.7.1.36			KEGG:R02245		true
GO:0004594	pantothenate kinase activity	RHEA:16373	MetaCyc:PANTOTHENATE-KIN-RXN	EC:2.7.1.33					true
GO:0004631	phosphomevalonate kinase activity	RHEA:16341	MetaCyc:PHOSPHOMEVALONATE-KINASE-RXN	EC:2.7.4.2			KEGG:R03245		true
GO:0004756	selenide, water dikinase activity	RHEA:18737	MetaCyc:2.7.9.3-RXN	EC:2.7.9.3		UM-BBD_reactionID:r0833	KEGG:R03595		true
GO:0004765	shikimate kinase activity	RHEA:13121	MetaCyc:SHIKIMATE-KINASE-RXN	EC:2.7.1.71			KEGG:R02412		true
GO:0008478	pyridoxal kinase activity	RHEA:10224	MetaCyc:PYRIDOXKIN-RXN	EC:2.7.1.35					true
GO:0008531	riboflavin kinase activity	RHEA:14357	MetaCyc:RIBOFLAVINKIN-RXN	EC:2.7.1.26			KEGG:R00549		true
GO:0008776	acetate kinase activity		MetaCyc:ACETATEKIN-RXN	EC:2.7.2.1					true
GO:0008804	carbamate kinase activity	RHEA:10152	MetaCyc:CARBAMATE-KINASE-RXN	EC:2.7.2.2					true
GO:0008819	cobinamide kinase activity			EC:2.7.1					true
GO:0008887	glycerate kinase activity	RHEA:23516	MetaCyc:GLY3KIN-RXN	EC:2.7.1.31			KEGG:R01514		true
GO:0008902	hydroxymethylpyrimidine kinase activity	RHEA:23096	MetaCyc:OHMETPYRKIN-RXN	EC:2.7.1.49			KEGG:R03471		true
GO:0008906	inosine kinase activity	RHEA:21140	MetaCyc:INOSINEKIN-RXN	EC:2.7.1.73					true
GO:0008972	phosphomethylpyrimidine kinase activity	RHEA:19893	MetaCyc:PYRIMSYN3-RXN	EC:2.7.4.7					true
GO:0008974	phosphoribulokinase activity	RHEA:19365	MetaCyc:PHOSPHORIBULOKINASE-RXN	EC:2.7.1.19			KEGG:R01523		true
GO:0008976	polyphosphate kinase activity		MetaCyc:POLYPHOSPHATE-KINASE-RXN	EC:2.7.4.1					true
GO:0008980	propionate kinase activity			EC:2.7.2.15					true
GO:0008986	pyruvate, water dikinase activity	RHEA:11364	MetaCyc:PEPSYNTH-RXN	EC:2.7.9.2			KEGG:R00199		true
GO:0009024	tagatose-6-phosphate kinase activity	RHEA:12420	MetaCyc:TAGAKIN-RXN	EC:2.7.1.144					true
GO:0009029	tetraacyldisaccharide 4'-kinase activity	RHEA:20700	MetaCyc:TETRAACYLDISACC4KIN-RXN	EC:2.7.1.130			KEGG:R04657		true
GO:0009030	thiamine-phosphate kinase activity	RHEA:15913	MetaCyc:THI-P-KIN-RXN	EC:2.7.4.16			KEGG:R00617		true
GO:0010276	phytol kinase activity		MetaCyc:RXN-7683	EC:2.7.1					true
GO:0016307	phosphatidylinositol phosphate kinase activity			EC:2.7.1					false
GO:0017050	D-erythro-sphingosine kinase activity		MetaCyc:RXN3DJ-11417						true
GO:0018720	phenol kinase activity		MetaCyc:PHENOLPHOS-RXN			UM-BBD_reactionID:r0155			true
GO:0019140	inositol 3-kinase activity	RHEA:21804	MetaCyc:MYO-INOSITOL-1-KINASE-RXN	EC:2.7.1.64					true
GO:0019165	thiamine kinase activity	RHEA:12012	MetaCyc:THIKIN-RXN	EC:2.7.1.89			KEGG:R02134		true
GO:0019200	carbohydrate kinase activity								false
GO:0019202	amino acid kinase activity								false
GO:0019205	nucleobase-containing compound kinase activity								false
GO:0004618	phosphoglycerate kinase activity	RHEA:14801	MetaCyc:PHOSGLYPHOS-RXN	EC:2.7.2.3			KEGG:R01512		true
GO:0009038	undecaprenol kinase activity			EC:2.7.1.66					false
GO:0030387	fructosamine-3-kinase activity								true
GO:0033857	diphosphoinositol-pentakisphosphate kinase activity			EC:2.7.4.24					true
GO:0034071	aminoglycoside phosphotransferase activity			EC:2.7.1					false
GO:0035004	phosphatidylinositol 3-kinase activity			EC:2.7.1					false
GO:0035299	inositol pentakisphosphate 2-kinase activity	RHEA:20313	MetaCyc:RXN-7163	EC:2.7.1.158			KEGG:R05202		true
GO:0036357	2-phosphoglycerate kinase activity			EC:2.7.2					true
GO:0042736	NADH kinase activity	RHEA:12260	MetaCyc:NADH-KINASE-RXN	EC:2.7.1.86			KEGG:R00105		true
GO:0043744	N2-acetyl-L-aminoadipate kinase activity		MetaCyc:RXN-5182	EC:2.7.2					true
GO:0043749	phenol, water dikinase activity			EC:2.7.9					true
GO:0043752	adenosylcobinamide kinase activity		MetaCyc:2.7.1.156-RXN	EC:2.7.1.156					false
GO:0043841	(S)-lactate 2-kinase activity		MetaCyc:RXN-8076	EC:2.7.1				IMG:01546	true
GO:0043843	ADP-specific glucokinase activity	RHEA:11460		EC:2.7.1.147					true
GO:0043844	ADP-specific phosphofructokinase activity	RHEA:20105		EC:2.7.1.146					true
GO:0046316	gluconokinase activity	RHEA:19433	MetaCyc:GLUCONOKIN-RXN	EC:2.7.1.12			KEGG:R01737		true
GO:0046522	S-methyl-5-thioribose kinase activity	RHEA:22312	MetaCyc:5-METHYLTHIORIBOSE-KINASE-RXN	EC:2.7.1.100			KEGG:R04143		true
GO:0047321	diphosphate-protein phosphotransferase activity		MetaCyc:2.7.99.1-RXN	EC:2.7.99.1					true
GO:0047324	phosphoenolpyruvate-glycerone phosphotransferase activity	RHEA:18381	MetaCyc:2.7.1.121-RXN	EC:2.7.1.121			KEGG:R01012		true
GO:0047327	glycerol-3-phosphate-glucose phosphotransferase activity	RHEA:21288	MetaCyc:2.7.1.142-RXN	EC:2.7.1.142			KEGG:R00850		true
GO:0047328	acyl-phosphate-hexose phosphotransferase activity		MetaCyc:2.7.1.61-RXN	EC:2.7.1.61					true
GO:0047329	phosphoramidate-hexose phosphotransferase activity	RHEA:10972	MetaCyc:2.7.1.62-RXN	EC:2.7.1.62					true
GO:0047330	polyphosphate-glucose phosphotransferase activity		MetaCyc:2.7.1.63-RXN	EC:2.7.1.63					true
GO:0047331	diphosphate-glycerol phosphotransferase activity	RHEA:13689	MetaCyc:2.7.1.79-RXN	EC:2.7.1.79			KEGG:R01044		true
GO:0047332	diphosphate-serine phosphotransferase activity	RHEA:23764	MetaCyc:2.7.1.80-RXN	EC:2.7.1.80			KEGG:R00584		true
GO:0047336	5-methyldeoxycytidine-5'-phosphate kinase activity	RHEA:11396	MetaCyc:2.7.4.19-RXN	EC:2.7.4.19			KEGG:R04235		true
GO:0047506	(deoxy)adenylate kinase activity	RHEA:23100	MetaCyc:DEOXYADENYLATE-KINASE-RXN	EC:2.7.4.11					true
GO:0047590	5-dehydro-2-deoxygluconokinase activity	RHEA:13497	MetaCyc:5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	EC:2.7.1.92					true
GO:0047601	acetate kinase (diphosphate) activity	RHEA:24276	MetaCyc:ACETATE-KINASE-PYROPHOSPHATE-RXN	EC:2.7.2.12			KEGG:R00320		true
GO:0047620	acylglycerol kinase activity		MetaCyc:ACYLGLYCEROL-KINASE-RXN	EC:2.7.1.94					true
GO:0047628	ADP-thymidine kinase activity		MetaCyc:ADP--THYMIDINE-KINASE-RXN	EC:2.7.1.118					true
GO:0047633	agmatine kinase activity	RHEA:15953	MetaCyc:AGMATINE-KINASE-RXN	EC:2.7.3.10			KEGG:R01417		true
GO:0047649	alkylglycerol kinase activity	RHEA:16937	MetaCyc:ALKYLGLYCEROL-KINASE-RXN	EC:2.7.1.93			KEGG:R04126		true
GO:0047650	alkylglycerone kinase activity	RHEA:23088	MetaCyc:ALKYLGLYCERONE-KINASE-RXN	EC:2.7.1.84			KEGG:R03944		true
GO:0047666	ammonia kinase activity	RHEA:11024	MetaCyc:AMMONIA-KINASE-RXN	EC:2.7.3.8			KEGG:R00141		true
GO:0047667	AMP-thymidine kinase activity		MetaCyc:AMP--THYMIDINE-KINASE-RXN	EC:2.7.1.114					true
GO:0047700	beta-glucoside kinase activity	RHEA:21944	MetaCyc:BETA-GLUCOSIDE-KINASE-RXN	EC:2.7.1.85					true
GO:0047715	hypotaurocyamine kinase activity	RHEA:24008	MetaCyc:HYPOTAUROCYAMINE-KINASE-RXN	EC:2.7.3.6			KEGG:R03939		true
GO:0047758	ATP:2-methylpropanoate phosphotransferase activity	RHEA:24156	MetaCyc:BRANCHED-CHAIN-FATTY-ACID-KINASE-RXN	EC:2.7.2.14			KEGG:R04002		true
GO:0047761	butyrate kinase activity	RHEA:13585	MetaCyc:BUTYRATE-KINASE-RXN	EC:2.7.2.7			KEGG:R01688		true
GO:0047814	D-arabinokinase activity	RHEA:24588	MetaCyc:D-ARABINOKINASE-RXN	EC:2.7.1.54			KEGG:R01573		true
GO:0047841	dehydrogluconokinase activity	RHEA:10788	MetaCyc:DEHYDOGLUCONOKINASE-RXN	EC:2.7.1.13			KEGG:R02658		true
GO:0047878	erythritol kinase activity	RHEA:20708	MetaCyc:ERYTHRITOL-KINASE-RXN	EC:2.7.1.27			KEGG:R02430		true
GO:0047887	farnesyl diphosphate kinase activity	RHEA:21544	MetaCyc:FARNESYL-DIPHOSPHATE-KINASE-RXN	EC:2.7.4.18			KEGG:R02303		true
GO:0047900	formate kinase activity	RHEA:16009	MetaCyc:FORMATE-KINASE-RXN	EC:2.7.2.6			KEGG:R00518		true
GO:0047912	galacturonokinase activity	RHEA:12965	MetaCyc:GALACTURONOKINASE-RXN	EC:2.7.1.44			KEGG:R01980		true
GO:0047931	glucosamine kinase activity	RHEA:10948	MetaCyc:GLUCOSAMINE-KINASE-RXN	EC:2.7.1.8					true
GO:0047933	glucose-1,6-bisphosphate synthase activity	RHEA:16769	MetaCyc:GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN	EC:2.7.1.106			KEGG:R01660		true
GO:0047937	glucose-1-phosphate phosphodismutase activity	RHEA:16397	MetaCyc:GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN	EC:2.7.1.41					true
GO:0047940	glucuronokinase activity	RHEA:17005	MetaCyc:GLUCURONOKINASE-RXN	EC:2.7.1.43			KEGG:R01476		true
GO:0047944	glutamate 1-kinase activity	RHEA:17217	MetaCyc:GLUTAMATE-1-KINASE-RXN	EC:2.7.2.13			KEGG:R00241		true
GO:0047973	guanidinoacetate kinase activity	RHEA:14145	MetaCyc:GUANIDOACETATE-KINASE-RXN	EC:2.7.3.1			KEGG:R02575		true
GO:0047976	hamamelose kinase activity	RHEA:22796	MetaCyc:HAMAMELOSE-KINASE-RXN	EC:2.7.1.102			KEGG:R03766		true
GO:0047992	hydroxylysine kinase activity	RHEA:19049	MetaCyc:HYDROXYLYSINE-KINASE-RXN	EC:2.7.1.81			KEGG:R03378		true
GO:0050059	lombricine kinase activity	RHEA:23292	MetaCyc:LOMBRICINE-KINASE-RXN	EC:2.7.3.5					true
GO:0050073	macrolide 2'-kinase activity	RHEA:18333	MetaCyc:MACROLIDE-2-KINASE-RXN	EC:2.7.1.136			KEGG:R03780		true
GO:0050154	opheline kinase activity	RHEA:17553	MetaCyc:OPHELINE-KINASE-RXN	EC:2.7.3.7			KEGG:R04388		true
GO:0050165	pantetheine kinase activity	RHEA:22472	MetaCyc:PANTETHEINE-KINASE-RXN	EC:2.7.1.34					true
GO:0050190	phosphoglucokinase activity	RHEA:13377	MetaCyc:PHOSPHOGLUCOKINASE-RXN	EC:2.7.1.10			KEGG:R00949		true
GO:0050191	phosphoglycerate kinase (GTP) activity	RHEA:23332	MetaCyc:PHOSPHOGLYCERATE-KINASE-GTP-RXN	EC:2.7.2.10			KEGG:R01517		true
GO:0050195	phosphoribokinase activity	RHEA:21216	MetaCyc:PHOSPHORIBOKINASE-RXN	EC:2.7.1.18			KEGG:R01050		true
GO:0050201	fucokinase activity	RHEA:13241	MetaCyc:FUCOKINASE-RXN	EC:2.7.1.52			KEGG:R03161		true
GO:0050225	pseudouridine kinase activity	RHEA:22448	MetaCyc:PSEUDOURIDINE-KINASE-RXN	EC:2.7.1.83			KEGG:R03315		true
GO:0050257	riboflavin phosphotransferase activity	RHEA:20409	MetaCyc:RIBOFLAVIN-PHOSPHOTRANSFERASE-RXN	EC:2.7.1.42			KEGG:R00550		true
GO:0050262	ribosylnicotinamide kinase activity	RHEA:14017	MetaCyc:RIBOSYLNICOTINAMIDE-KINASE-RXN	EC:2.7.1.22			KEGG:R02324		true
GO:0050276	scyllo-inosamine 4-kinase activity	RHEA:18605	MetaCyc:SCYLLO-INOSAMINE-KINASE-RXN	EC:2.7.1.65			KEGG:R03384		true
GO:0050277	sedoheptulokinase activity	RHEA:23844	MetaCyc:SEDOHEPTULOKINASE-RXN	EC:2.7.1.14			KEGG:R01844		true
GO:0050316	T2-induced deoxynucleotide kinase activity		MetaCyc:GMKALT-RXN	EC:2.7.4.12					true
GO:0050317	tagatose kinase activity	RHEA:15513	MetaCyc:TAGATOSE-KINASE-RXN	EC:2.7.1.101			KEGG:R02927		true
GO:0050324	taurocyamine kinase activity	RHEA:22516	MetaCyc:TAUROCYAMINE-KINASE-RXN	EC:2.7.3.4			KEGG:R03785		true
GO:0050331	thiamine-diphosphate kinase activity	RHEA:11240	MetaCyc:THIAMIN-DIPHOSPHATE-KINASE-RXN	EC:2.7.4.15					true
GO:0050354	triokinase activity	RHEA:13941	MetaCyc:TRIOKINASE-RXN	EC:2.7.1.28			KEGG:R01059		true
GO:0050394	viomycin kinase activity	RHEA:20509	MetaCyc:VIOMYCIN-KINASE-RXN	EC:2.7.1.103					true
GO:0050400	xylitol kinase activity	RHEA:20209	MetaCyc:XYLITOL-KINASE-RXN	EC:2.7.1.122			KEGG:R02136		true
GO:0050515	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	RHEA:18437	MetaCyc:2.7.1.148-RXN	EC:2.7.1.148			KEGG:R05634		true
GO:0050521	alpha-glucan, water dikinase activity		MetaCyc:2.7.9.4-RXN	EC:2.7.9.4					false
GO:0051752	phosphoglucan, water dikinase activity		MetaCyc:2.7.9.5-RXN	EC:2.7.9.5					false
GO:0051765	inositol tetrakisphosphate kinase activity								false
GO:0051766	inositol trisphosphate kinase activity								false
GO:0052742	phosphatidylinositol kinase activity								false
GO:0052813	phosphatidylinositol bisphosphate kinase activity			EC:2.7.1					false
GO:0052836	inositol 5-diphosphate pentakisphosphate 5-kinase activity			EC:2.7.1					true
GO:0052839	inositol diphosphate tetrakisphosphate kinase activity			EC:2.7.1					true
GO:0061769	ribosylnicotinate kinase activity								true
GO:0071518	autoinducer-2 kinase activity		MetaCyc:RXN0-5461						true
GO:0004001	adenosine kinase activity	RHEA:20824	MetaCyc:ADENOSINE-KINASE-RXN	EC:2.7.1.20					true
GO:0004335	galactokinase activity	RHEA:13553	MetaCyc:GALACTOKIN-RXN	EC:2.7.1.6			KEGG:R01092		true
GO:0004396	hexokinase activity	RHEA:22740	MetaCyc:HEXOKINASE-RXN	EC:2.7.1.1					false
GO:0004413	homoserine kinase activity	RHEA:13985	MetaCyc:HOMOSERKIN-RXN	EC:2.7.1.39			KEGG:R01771		true
GO:0004454	ketohexokinase activity	RHEA:18145	MetaCyc:KETOHEXOKINASE-RXN	EC:2.7.1.3					true
GO:0004743	pyruvate kinase activity	RHEA:18157	MetaCyc:PEPDEPHOS-RXN	EC:2.7.1.40					true
GO:0004747	ribokinase activity	RHEA:13697	MetaCyc:RIBOKIN-RXN	EC:2.7.1.15					true
GO:0004856	xylulokinase activity	RHEA:10964	MetaCyc:XYLULOKIN-RXN	EC:2.7.1.17			KEGG:R01639		false
GO:0008443	phosphofructokinase activity								false
GO:0008481	sphinganine kinase activity	RHEA:15465	MetaCyc:SPHINGANINE-KINASE-RXN	EC:2.7.1.91					true
GO:0008671	2-dehydro-3-deoxygalactonokinase activity	RHEA:16525	MetaCyc:DEHYDDEOXGALACTKIN-RXN	EC:2.7.1.58			KEGG:R03387		true
GO:0008673	2-dehydro-3-deoxygluconokinase activity	RHEA:14797	MetaCyc:DEOXYGLUCONOKIN-RXN	EC:2.7.1.45			KEGG:R01541		true
GO:0008737	L-fuculokinase activity	RHEA:12376	MetaCyc:FUCULOKIN-RXN	EC:2.7.1.51			KEGG:R03241		true
GO:0008741	ribulokinase activity		MetaCyc:RIBULOKIN-RXN	EC:2.7.1.16					true
GO:0008787	allose kinase activity	RHEA:14805	MetaCyc:ALLOSE-KINASE-RXN	EC:2.7.1.55					true
GO:0008842	diphosphate-purine nucleoside kinase activity		MetaCyc:2.7.1.143-RXN	EC:2.7.1.143					true
GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity		MetaCyc:2.7.1.69-RXN	EC:2.7.1.69					false
GO:0008993	rhamnulokinase activity	RHEA:20117	MetaCyc:RHAMNULOKIN-RXN	EC:2.7.1.5					true
GO:0009384	N-acylmannosamine kinase activity	RHEA:23832	MetaCyc:N-ACYLMANNOSAMINE-KINASE-RXN	EC:2.7.1.60					true
GO:0009702	L-arabinokinase activity	RHEA:20153	MetaCyc:L-ARABINOKINASE-RXN	EC:2.7.1.46			KEGG:R01754		true
GO:0019150	D-ribulokinase activity	RHEA:17601	MetaCyc:D-RIBULOKIN-RXN	EC:2.7.1.47					true
GO:0033858	N-acetylgalactosamine kinase activity		MetaCyc:2.7.1.157-RXN	EC:2.7.1.157					true
GO:0043743	LPPG:FO 2-phospho-L-lactate transferase activity			EC:2.7.8.28					true
GO:0043771	cytidine kinase activity			EC:2.7.1					true
GO:0043899	phosphoserine:homoserine phosphotransferase activity			EC:2.7.1				IMG:02616	true
GO:0044605	phosphocholine transferase activity			EC:2.7.1					true
GO:0050146	nucleoside phosphotransferase activity		MetaCyc:NUCLEOSIDE-PHOSPHOTRANSFERASE-RXN	EC:2.7.1.77					true
GO:0051731	polynucleotide 5'-hydroxyl-kinase activity			EC:2.7.1					false
GO:0052673	prenol kinase activity			EC:2.7.1					false
GO:0061594	6-deoxy-6-sulfofructose kinase activity		MetaCyc:RXN-15297	EC:2.7.1.184					true
GO:0090563	protein-phosphocysteine-sugar phosphotransferase activity								false
GO:0098617	adenylylselenate kinase activity								true
GO:0102237	ATP-dependent farnesol kinase activity		MetaCyc:RXN-12304						true
GO:0102731	D-myo-inositol (1,3,4,6)-tetrakisphosphate 2-kinase activity		MetaCyc:RXN-7185						true
GO:0102732	myo-inositol-1,2,3,4,6-heptakisphosphate 5-kinase activity		MetaCyc:RXN-7186	EC:2.7.1.140					true
GO:0102770	inositol phosphorylceramide synthase activity		MetaCyc:RXN-7795						true
GO:0102773	dihydroceramide kinase activity		MetaCyc:RXN-7799	EC:2.7.1.138					true
GO:0103020	1-deoxy-D-xylulose kinase activity		MetaCyc:RXN0-382						true
GO:0103111	D-glucosamine PTS permease activity		MetaCyc:TRANS-RXN-167A	EC:2.7.1.69					true
GO:0004072	aspartate kinase activity	RHEA:23776	MetaCyc:ASPARTATEKIN-RXN	EC:2.7.2.4			KEGG:R00480		true
GO:0004349	glutamate 5-kinase activity	RHEA:14877	MetaCyc:GLUTKIN-RXN	EC:2.7.2.11			KEGG:R00239		true
GO:0004054	arginine kinase activity	RHEA:22940	MetaCyc:ARGININE-KINASE-RXN	EC:2.7.3.3			KEGG:R00554		false
GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity		MetaCyc:2.7.3.9-RXN	EC:2.7.3.9					true
GO:0004550	nucleoside diphosphate kinase activity		MetaCyc:NUCLEOSIDE-DIP-KIN-RXN	EC:2.7.4.6					true
GO:0033863	ribose 1,5-bisphosphate phosphokinase activity	RHEA:20109	MetaCyc:2.7.4.23-RXN	EC:2.7.4.23			KEGG:R06836		true
GO:0043751	polyphosphate:AMP phosphotransferase activity			EC:2.7.4					true
GO:0046899	nucleoside triphosphate adenylate kinase activity	RHEA:13749	MetaCyc:2.7.4.10-RXN	EC:2.7.4.10					true
GO:0047335	3-phosphoglyceroyl-phosphate-polyphosphate phosphotransferase activity		MetaCyc:2.7.4.17-RXN	EC:2.7.4.17					true
GO:0047337	dolichyl-diphosphate-polyphosphate phosphotransferase activity		MetaCyc:2.7.4.20-RXN	EC:2.7.4.20					true
GO:0047507	(deoxy)nucleoside-phosphate kinase activity	RHEA:11216	MetaCyc:DEOXYNUCLEOSIDE-PHOSPHATE-KINASE-RXN	EC:2.7.4.13					true
GO:0050145	nucleoside monophosphate kinase activity	RHEA:24036	MetaCyc:NUCLEOSIDE-PHOSPHATE-KINASE-RXN	EC:2.7.4.4					false
GO:0102043	isopentenyl phosphate kinase activity		MetaCyc:RXN-10068	EC:2.7.4.26					true
GO:0102092	5-diphosphoinositol pentakisphosphate 3-kinase activity		MetaCyc:RXN-10979	EC:2.7.4.24					true
GO:0102352	phosphatidate kinase activity		MetaCyc:RXN-13336						true
GO:0102763	phytyl-P kinase activity		MetaCyc:RXN-7763						true
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	RHEA:11412	MetaCyc:H2PTERIDINEPYROPHOSPHOKIN-RXN	EC:2.7.6.3			KEGG:R03503		true
GO:0004749	ribose phosphate diphosphokinase activity	RHEA:15609	MetaCyc:PRPPSYN-RXN|MetaCyc:PWY0-662	EC:2.7.6.1			KEGG:R01049		true
GO:0004788	thiamine diphosphokinase activity	RHEA:11576	MetaCyc:THIAMIN-PYROPHOSPHOKINASE-RXN	EC:2.7.6.2					true
