class	class label	def	unmatched_term	rhea_chebi_id	rhea_chebi_id label	info	score	rhea	ec	metacyc
GO:0004579	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	Catalysis of the reaction: dolichyl diphosphooligosaccharide + protein L-asparagine = dolichyl diphosphate + a glycoprotein with the oligosaccharide chain attached by glycosylamine linkage to protein L-asparagine.	glycoprotein with the oligosaccharide chain attached by glycosylamine linkage to protein L-asparagine							
GO:0050221	prostaglandin-E2 9-reductase activity	Catalysis of the reaction: (5Z,13E)-(15S)-9-alpha,11-alpha,15-trihydroxyprosta-5,13-dienoate + NADP+ = (5Z,13E)-(15S)-11-alpha,15-dihydroxy-9-oxoprosta-5,13-dienoate + NADPH.	(5Z,13E)-(15S)-9-alpha,11-alpha,15-trihydroxyprosta-5,13-dienoate							
GO:0050221	prostaglandin-E2 9-reductase activity	Catalysis of the reaction: (5Z,13E)-(15S)-9-alpha,11-alpha,15-trihydroxyprosta-5,13-dienoate + NADP+ = (5Z,13E)-(15S)-11-alpha,15-dihydroxy-9-oxoprosta-5,13-dienoate + NADPH.	(5Z,13E)-(15S)-11-alpha,15-dihydroxy-9-oxoprosta-5,13-dienoate							
GO:0033816	diaminobutyrate acetyltransferase activity	Catalysis of the reaction: L-2,4-diaminobutyrate + acetyl-CoA = N(4)-acetyl-L-2,4-diaminobutyrate + CoA + H(+).	N(4)-acetyl-L-2,4-diaminobutyrate							
GO:0033816	diaminobutyrate acetyltransferase activity	Catalysis of the reaction: L-2,4-diaminobutyrate + acetyl-CoA = N(4)-acetyl-L-2,4-diaminobutyrate + CoA + H(+).	N(4)-acetyl-L-2,4-diaminobutyrate							
GO:0008921	lipopolysaccharide-1,6-galactosyltransferase activity	Catalysis of the reaction: UDP-galactose + lipopolysaccharide = UDP + 1,6 alpha-D-galactosyl-lipopolysaccharide.	1,6 alpha-D-galactosyl-lipopolysaccharide							
GO:0047102	aminomuconate-semialdehyde dehydrogenase activity	Catalysis of the reaction: H2O + NAD+ + 2-aminomuconate semialdehyde = NADH + 2-amino-muconate.	2-aminomuconate semialdehyde							
GO:0047102	aminomuconate-semialdehyde dehydrogenase activity	Catalysis of the reaction: H2O + NAD+ + 2-aminomuconate semialdehyde = NADH + 2-amino-muconate.	2-amino-muconate							
GO:0052872	tocotrienol omega-hydroxylase activity	Catalysis of the reaction: tocotrienol + O2 + NADPH + H+ = 13'-hydroxy-tocotrienol + NADP+ + H2O .	13'-hydroxy-tocotrienol							
GO:0052872	tocotrienol omega-hydroxylase activity	Catalysis of the reaction: tocotrienol + O2 + NADPH + H+ = 13'-hydroxy-tocotrienol + NADP+ + H2O .	H2O 							
GO:0004807	triose-phosphate isomerase activity	Catalysis of the reaction: D-glyceraldehyde 3-phosphate = glycerone phosphate.	glycerone phosphate							
GO:0050530	glucosylglycerol 3-phosphatase activity	Catalysis of the reaction: 2-O-(beta-D-glucosyl)-sn-glycerol 3-phosphate + H(2)O = 2-O-(beta-D-glucosyl)-sn-glycerol + phosphate.	H(2)O							
GO:0047670	anhydrotetracycline monooxygenase activity	Catalysis of the reaction: anhydrotetracycline + H(+) + NADPH + O(2) = 12-dehydrotetracycline + H(2)O + NADP(+).	O(2)							
GO:0047670	anhydrotetracycline monooxygenase activity	Catalysis of the reaction: anhydrotetracycline + H(+) + NADPH + O(2) = 12-dehydrotetracycline + H(2)O + NADP(+).	H(2)O							
GO:0018699	1,1,1-trichloroethane reductive dehalogenase activity	Catalysis of the reaction: 1,1,1-trichloroethane + 2 H+ + 2 e- = 1,1-dichloroethane + HCl.	1,1-dichloroethane							
GO:0047398	dolichylphosphate-mannose phosphodiesterase activity	Catalysis of the reaction: dolichyl beta-D-mannosyl phosphate + H2O = dolichol-phosphate + mannose.	dolichol-phosphate							
GO:0018717	9-phenanthrol glycosyltransferase activity	Catalysis of the reaction: 9-phenanthrol + glucose = 9-phenanthryl-beta-D-glucopyranoside + H2O.	9-phenanthryl-beta-D-glucopyranoside							
GO:0050349	triacetate-lactonase activity	Catalysis of the reaction: H(2)O + triacetate lactone = triacetate.	H(2)O							
GO:0033785	heptose 7-phosphate kinase activity	Catalysis of the reaction: D-alpha,beta-D-heptose-7-phosphate + ATP = D-beta-D-heptose-1,7-bisphosphate + ADP.	D-alpha,beta-D-heptose-7-phosphate							
GO:0033785	heptose 7-phosphate kinase activity	Catalysis of the reaction: D-alpha,beta-D-heptose-7-phosphate + ATP = D-beta-D-heptose-1,7-bisphosphate + ADP.	D-beta-D-heptose-1,7-bisphosphate							
GO:0034880	citrazinate dehydrogenase activity	Catalysis of the reaction: citrazinate + H2O = 2,3,6-trihydroxyisonicotinate + 2 H+ + 2 e-.	citrazinate							
GO:0034880	citrazinate dehydrogenase activity	Catalysis of the reaction: citrazinate + H2O = 2,3,6-trihydroxyisonicotinate + 2 H+ + 2 e-.	2,3,6-trihydroxyisonicotinate							
GO:0034946	3-isopropylbut-3-enoyl-CoA thioesterase activity	Catalysis of the reaction: 3-isopropylbut-3-enoyl-CoA + H2O = 3-isopropylbut-3-enoic acid + CoASH.	3-isopropylbut-3-enoyl-CoA							
GO:0034925	pyrene 4,5-monooxygenase activity	Catalysis of the reaction: pyrene + O2 + 2 H+ + 2 e- = pyrene-4,5-oxide + H2O.	pyrene-4,5-oxide							
GO:0047187	deacetyl-[citrate-(pro-3S)-lyase] S-acetyltransferase activity	Catalysis of the reaction: deacetyl-[citrate-oxaloacetate-lyase ((pro-3S)-CH(2)COO(-)-acetate)] + S-acetylphosphopantetheine = [citrate oxaloacetate-lyase ((pro-3S)-CH(2)COO(-)-acetate)] + pantetheine 4'-phosphate.	deacetyl-[citrate-oxaloacetate-lyase ((pro-3S)-CH(2)COO(-)-acetate)]							
GO:0047187	deacetyl-[citrate-(pro-3S)-lyase] S-acetyltransferase activity	Catalysis of the reaction: deacetyl-[citrate-oxaloacetate-lyase ((pro-3S)-CH(2)COO(-)-acetate)] + S-acetylphosphopantetheine = [citrate oxaloacetate-lyase ((pro-3S)-CH(2)COO(-)-acetate)] + pantetheine 4'-phosphate.	S-acetylphosphopantetheine							
GO:0047187	deacetyl-[citrate-(pro-3S)-lyase] S-acetyltransferase activity	Catalysis of the reaction: deacetyl-[citrate-oxaloacetate-lyase ((pro-3S)-CH(2)COO(-)-acetate)] + S-acetylphosphopantetheine = [citrate oxaloacetate-lyase ((pro-3S)-CH(2)COO(-)-acetate)] + pantetheine 4'-phosphate.	[citrate oxaloacetate-lyase ((pro-3S)-CH(2)COO(-)-acetate)]							
GO:0043898	2,3-dihydroxybiphenyl 1,2-dioxygenase activity	Catalysis of the reaction: 2,3-dihydroxybiphenyl + O2 = 2-hydroxy-6-phenylhexa-2,4-dienoic acid.	2,3-dihydroxybiphenyl							
GO:0043898	2,3-dihydroxybiphenyl 1,2-dioxygenase activity	Catalysis of the reaction: 2,3-dihydroxybiphenyl + O2 = 2-hydroxy-6-phenylhexa-2,4-dienoic acid.	2-hydroxy-6-phenylhexa-2,4-dienoic acid							
GO:0034838	menthone dehydrogenase activity	Catalysis of the reaction: (-)-(2S,5R)-menthone + NAD+ = (5R)-menth-2-enone + NADH + H+.	(-)-(2S,5R)-menthone							
GO:0034838	menthone dehydrogenase activity	Catalysis of the reaction: (-)-(2S,5R)-menthone + NAD+ = (5R)-menth-2-enone + NADH + H+.	(5R)-menth-2-enone							
GO:0018736	6-oxo-2-hydroxycyclohexane-1-carboxyl-CoA hydrolase activity	Catalysis of the reaction: 6-oxo-2-hydroxycyclohexane-1-carboxyl-CoA + H2O = 3-hydroxypimeloyl-CoA.	6-oxo-2-hydroxycyclohexane-1-carboxyl-CoA							
GO:0034859	benzothiazole monooxygenase activity	Catalysis of the reaction: benzothiazole + 1/2 O2 = 2-hydroxybenzothiazole.	1/2 O2							
GO:0047155	3-hydroxymethylcephem carbamoyltransferase activity	Catalysis of the reaction: a 3-hydroxymethylceph-3-em-4-carboxylate + carbamoyl-phosphate = phosphate + a 3-carbamoyloxymethylcephem.	3-hydroxymethylceph-3-em-4-carboxylate							
GO:0047155	3-hydroxymethylcephem carbamoyltransferase activity	Catalysis of the reaction: a 3-hydroxymethylceph-3-em-4-carboxylate + carbamoyl-phosphate = phosphate + a 3-carbamoyloxymethylcephem.	carbamoyl-phosphate							
GO:0047155	3-hydroxymethylcephem carbamoyltransferase activity	Catalysis of the reaction: a 3-hydroxymethylceph-3-em-4-carboxylate + carbamoyl-phosphate = phosphate + a 3-carbamoyloxymethylcephem.	3-carbamoyloxymethylcephem							
GO:0061604	molybdopterin-synthase sulfurtransferase activity	Catalysis of the reaction: [Molybdopterin-synthase sulfur-carrier protein]-Gly-Gly-AMP + [cysteine desulfurase]-S-sulfanyl-L-cysteine <=> AMP [molybdopterin-synthase sulfur-carrier protein]-Gly-NH-CH(2)-C(O)SH + cysteine desulfurase.	[Molybdopterin-synthase sulfur-carrier protein]-Gly-Gly-AMP							
GO:0061604	molybdopterin-synthase sulfurtransferase activity	Catalysis of the reaction: [Molybdopterin-synthase sulfur-carrier protein]-Gly-Gly-AMP + [cysteine desulfurase]-S-sulfanyl-L-cysteine <=> AMP [molybdopterin-synthase sulfur-carrier protein]-Gly-NH-CH(2)-C(O)SH + cysteine desulfurase.	[cysteine desulfurase]-S-sulfanyl-L-cysteine							
GO:0061604	molybdopterin-synthase sulfurtransferase activity	Catalysis of the reaction: [Molybdopterin-synthase sulfur-carrier protein]-Gly-Gly-AMP + [cysteine desulfurase]-S-sulfanyl-L-cysteine <=> AMP [molybdopterin-synthase sulfur-carrier protein]-Gly-NH-CH(2)-C(O)SH + cysteine desulfurase.	AMP [molybdopterin-synthase sulfur-carrier protein]-Gly-NH-CH(2)-C(O)SH							
GO:0061604	molybdopterin-synthase sulfurtransferase activity	Catalysis of the reaction: [Molybdopterin-synthase sulfur-carrier protein]-Gly-Gly-AMP + [cysteine desulfurase]-S-sulfanyl-L-cysteine <=> AMP [molybdopterin-synthase sulfur-carrier protein]-Gly-NH-CH(2)-C(O)SH + cysteine desulfurase.	cysteine desulfurase							
GO:0047094	3-hydroxyphenylacetate 6-hydroxylase activity	Catalysis of the reaction: O2 + NAD(P)H + 3-hydroxyphenylacetate = H2O + NAD(P)+ + homogentisate.	NAD(P)+							
GO:0008929	methylglyoxal synthase activity	Catalysis of the reaction: glycerone phosphate = methylglyoxal + phosphate.	glycerone phosphate							
GO:0031544	peptidyl-proline 3-dioxygenase activity	Catalysis of the reaction: peptidyl L-proline + 2-oxoglutarate + O2 = peptidyl trans-3-hydroxy-L-proline + succinate + CO2.	peptidyl L-proline							
GO:0031544	peptidyl-proline 3-dioxygenase activity	Catalysis of the reaction: peptidyl L-proline + 2-oxoglutarate + O2 = peptidyl trans-3-hydroxy-L-proline + succinate + CO2.	peptidyl trans-3-hydroxy-L-proline							
GO:0050463	nitrate reductase [NAD(P)H] activity	Catalysis of the reaction: nitrite + NAD(P)+ + H2O = nitrate + NAD(P)H + H+.	NAD(P)+							
GO:0018676	(S)-limonene 7-monooxygenase activity	Catalysis of the reaction: (4S)-limonene + H(+) + NADPH + O(2) = (4S)-perillyl alcohol + H(2)O + NADP(+).	O(2)							
GO:0018676	(S)-limonene 7-monooxygenase activity	Catalysis of the reaction: (4S)-limonene + H(+) + NADPH + O(2) = (4S)-perillyl alcohol + H(2)O + NADP(+).	H(2)O							
GO:0008482	sulfite oxidase activity	Catalysis of the reaction: H(2)O + O(2) + sulfite = H(2)O(2) + H(+) + sulfate.	H(2)O							
GO:0008482	sulfite oxidase activity	Catalysis of the reaction: H(2)O + O(2) + sulfite = H(2)O(2) + H(+) + sulfate.	O(2)							
GO:0008482	sulfite oxidase activity	Catalysis of the reaction: H(2)O + O(2) + sulfite = H(2)O(2) + H(+) + sulfate.	H(2)O(2)							
GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + H(2)O = 1-phosphatidyl-1D-myo-inositol 4-phosphate + phosphate.	H(2)O							
GO:0050541	beta,beta-carotene-9',10'-dioxygenase activity	Catalysis of the reaction: beta-carotene + O2 = beta-apo-10'-carotenal + beta-ionone.	beta-apo-10'-carotenal							
GO:0033549	MAP kinase phosphatase activity	Catalysis of the reaction: a phosphorylated MAP kinase + H2O = a MAP kinase + phosphate.	phosphorylated MAP kinase							
GO:0033549	MAP kinase phosphatase activity	Catalysis of the reaction: a phosphorylated MAP kinase + H2O = a MAP kinase + phosphate.	MAP kinase							
GO:0035647	3-oxo-delta(4,5)-steroid 5-beta-reductase activity	Catalysis of the reaction: a 3-oxo-delta-4,5-steroid + NADPH + H(+) = a 5-beta-3-oxo-steroid + NADP(+).	3-oxo-delta-4,5-steroid							
GO:0035647	3-oxo-delta(4,5)-steroid 5-beta-reductase activity	Catalysis of the reaction: a 3-oxo-delta-4,5-steroid + NADPH + H(+) = a 5-beta-3-oxo-steroid + NADP(+).	5-beta-3-oxo-steroid							
GO:0018629	2-hydroxyquinoline 5,6-dioxygenase activity	Catalysis of the reaction: quinolin-2-ol + NADH + H+ + O2 = 2,5,6-trihydroxy-5,6-dihydroquinoline + NAD+.	2,5,6-trihydroxy-5,6-dihydroquinoline							
GO:0034038	deoxyhypusine synthase activity	Catalysis of the reaction: [eIF5A-precursor]-lysine + spermidine = [eIF5A-precursor]-deoxyhypusine + propane-1,3-diamine. Four sub-reactions have been identified,in which the intermediates remain tightly associated with the enzyme: spermidine + NAD+ = dehydrospermidine + NADH; dehydrospermidine + [enzyme]-lysine = N-(4-aminobutylidene)-[enzyme]-lysine + propane-1,3-diamine; N-(4-aminobutylidene)-[enzyme]-lysine + [eIF5A-precursor]-lysine = N-(4-aminobutylidene)-[eIF5A-precursor]-lysine + [enzyme]-lysine; N-(4-aminobutylidene)-[eIF5A-precursor]-lysine + NADH + H+ = [eIF5A-precursor]-deoxyhypusine + NAD+.	[eIF5A-precursor]-lysine							
GO:0034038	deoxyhypusine synthase activity	Catalysis of the reaction: [eIF5A-precursor]-lysine + spermidine = [eIF5A-precursor]-deoxyhypusine + propane-1,3-diamine. Four sub-reactions have been identified,in which the intermediates remain tightly associated with the enzyme: spermidine + NAD+ = dehydrospermidine + NADH; dehydrospermidine + [enzyme]-lysine = N-(4-aminobutylidene)-[enzyme]-lysine + propane-1,3-diamine; N-(4-aminobutylidene)-[enzyme]-lysine + [eIF5A-precursor]-lysine = N-(4-aminobutylidene)-[eIF5A-precursor]-lysine + [enzyme]-lysine; N-(4-aminobutylidene)-[eIF5A-precursor]-lysine + NADH + H+ = [eIF5A-precursor]-deoxyhypusine + NAD+.	[eIF5A-precursor]-deoxyhypusine							
GO:0034038	deoxyhypusine synthase activity	Catalysis of the reaction: [eIF5A-precursor]-lysine + spermidine = [eIF5A-precursor]-deoxyhypusine + propane-1,3-diamine. Four sub-reactions have been identified,in which the intermediates remain tightly associated with the enzyme: spermidine + NAD+ = dehydrospermidine + NADH; dehydrospermidine + [enzyme]-lysine = N-(4-aminobutylidene)-[enzyme]-lysine + propane-1,3-diamine; N-(4-aminobutylidene)-[enzyme]-lysine + [eIF5A-precursor]-lysine = N-(4-aminobutylidene)-[eIF5A-precursor]-lysine + [enzyme]-lysine; N-(4-aminobutylidene)-[eIF5A-precursor]-lysine + NADH + H+ = [eIF5A-precursor]-deoxyhypusine + NAD+.	[eIF5A-precursor]-lysine							
GO:0034038	deoxyhypusine synthase activity	Catalysis of the reaction: [eIF5A-precursor]-lysine + spermidine = [eIF5A-precursor]-deoxyhypusine + propane-1,3-diamine. Four sub-reactions have been identified,in which the intermediates remain tightly associated with the enzyme: spermidine + NAD+ = dehydrospermidine + NADH; dehydrospermidine + [enzyme]-lysine = N-(4-aminobutylidene)-[enzyme]-lysine + propane-1,3-diamine; N-(4-aminobutylidene)-[enzyme]-lysine + [eIF5A-precursor]-lysine = N-(4-aminobutylidene)-[eIF5A-precursor]-lysine + [enzyme]-lysine; N-(4-aminobutylidene)-[eIF5A-precursor]-lysine + NADH + H+ = [eIF5A-precursor]-deoxyhypusine + NAD+.	[eIF5A-precursor]-deoxyhypusine							
GO:0034338	short-chain carboxylesterase activity	Catalysis of the reaction: a carboxylic ester + H2O = an alcohol + a carboxylic anion, where the carboxylic chain has 8 or fewer carbon atoms.	carboxylic anion, where the carboxylic chain has 8 or fewer carbon atoms							
GO:0050617	15,16-dihydrobiliverdin:ferredoxin oxidoreductase activity	Catalysis of the reaction: 15,16-dihydrobiliverdin + oxidized ferredoxin = biliverdin IXa + reduced ferredoxin.	biliverdin IXa							
GO:0050248	Renilla-luciferin 2-monooxygenase activity	Catalysis of the reaction: Renilla luciferin + O2 = oxidized Renilla luciferin + CO2 + light.	light							
GO:0034603	pyruvate dehydrogenase [NAD(P)+] activity	Catalysis of the reaction: pyruvate + CoA + NAD(P)+ = acetyl-CoA + CO2 + NAD(P)H.	NAD(P)+							
GO:0034603	pyruvate dehydrogenase [NAD(P)+] activity	Catalysis of the reaction: pyruvate + CoA + NAD(P)+ = acetyl-CoA + CO2 + NAD(P)H.	NAD(P)+							
GO:0009496	plastoquinol--plastocyanin reductase activity	Catalysis of the reaction: 2 H(+)[side 1] + 2 oxidized plastocyanin + plastoquinol-1 = 2 H(+)[side 2] + 2 reduced plastocyanin + plastoquinone. This reaction involves the concomitant transfer of 2 H+ ions across a membrane.	H(+)[side 1]							
GO:0009496	plastoquinol--plastocyanin reductase activity	Catalysis of the reaction: 2 H(+)[side 1] + 2 oxidized plastocyanin + plastoquinol-1 = 2 H(+)[side 2] + 2 reduced plastocyanin + plastoquinone. This reaction involves the concomitant transfer of 2 H+ ions across a membrane.	oxidized plastocyanin							
GO:0009496	plastoquinol--plastocyanin reductase activity	Catalysis of the reaction: 2 H(+)[side 1] + 2 oxidized plastocyanin + plastoquinol-1 = 2 H(+)[side 2] + 2 reduced plastocyanin + plastoquinone. This reaction involves the concomitant transfer of 2 H+ ions across a membrane.	H(+)[side 2]							
GO:0009496	plastoquinol--plastocyanin reductase activity	Catalysis of the reaction: 2 H(+)[side 1] + 2 oxidized plastocyanin + plastoquinol-1 = 2 H(+)[side 2] + 2 reduced plastocyanin + plastoquinone. This reaction involves the concomitant transfer of 2 H+ ions across a membrane.	reduced plastocyanin							
GO:0034557	2-hydroxylaminobenzoate reductase activity	Catalysis of the reaction: 2-hydroxylaminobenzoate + NAD(P)H = anthranilate + NAD(P)+ + H2O.	2-hydroxylaminobenzoate							
GO:0034557	2-hydroxylaminobenzoate reductase activity	Catalysis of the reaction: 2-hydroxylaminobenzoate + NAD(P)H = anthranilate + NAD(P)+ + H2O.	NAD(P)+							
GO:0034534	1-methylnaphthalene hydroxylase activity	Catalysis of the reaction: 1-methylnaphthalene + NADH + H+ + O2 = 1-hydroxymethylnaphthalene + NAD+ + H2O.	1-hydroxymethylnaphthalene							
GO:0097382	deoxynucleoside-diphosphatase activity	Catalysis of the reaction: a deoxynucleoside diphosphate + H2O = a deoxynucleotide + phosphate.	deoxynucleoside diphosphate							
GO:0097382	deoxynucleoside-diphosphatase activity	Catalysis of the reaction: a deoxynucleoside diphosphate + H2O = a deoxynucleotide + phosphate.	deoxynucleotide							
GO:0003884	D-amino-acid oxidase activity	Catalysis of the reaction: a D-amino acid + H2O + O2 = a 2-oxo acid + NH3 + hydrogen peroxide.	D-amino acid	http://purl.obolibrary.org/obo/CHEBI_59871	D-alpha-amino acid zwitterion	newsyn	0.75			
GO:0018546	nitrobenzene nitroreductase activity	Catalysis of the reaction: nitrobenzene + 2 NADPH + 2 H+ = hydroxyaminobenzene + 2 NADP+ + H2O.	hydroxyaminobenzene							
GO:0018844	2-hydroxytetrahydrofuran isomerase activity	Catalysis of the reaction: 2-hydroxytetrahydrofuran = 4-hydroxybutyraldehyde.	4-hydroxybutyraldehyde							
GO:0047321	diphosphate-protein phosphotransferase activity	Catalysis of the reaction: microsomal-membrane protein + diphosphate = diphosphate + O-phospho-microsomal-membrane protein.	microsomal-membrane protein							
GO:0047321	diphosphate-protein phosphotransferase activity	Catalysis of the reaction: microsomal-membrane protein + diphosphate = diphosphate + O-phospho-microsomal-membrane protein.	O-phospho-microsomal-membrane protein							
GO:0047321	diphosphate-protein phosphotransferase activity	Catalysis of the reaction: microsomal-membrane protein + diphosphate = diphosphate + O-phospho-microsomal-membrane protein.	microsomal-membrane protein							
GO:0047321	diphosphate-protein phosphotransferase activity	Catalysis of the reaction: microsomal-membrane protein + diphosphate = diphosphate + O-phospho-microsomal-membrane protein.	O-phospho-microsomal-membrane protein							
GO:0047321	diphosphate-protein phosphotransferase activity	Catalysis of the reaction: microsomal-membrane protein + diphosphate = diphosphate + O-phospho-microsomal-membrane protein.	microsomal-membrane protein							
GO:0047321	diphosphate-protein phosphotransferase activity	Catalysis of the reaction: microsomal-membrane protein + diphosphate = diphosphate + O-phospho-microsomal-membrane protein.	O-phospho-microsomal-membrane protein							
GO:0047321	diphosphate-protein phosphotransferase activity	Catalysis of the reaction: microsomal-membrane protein + diphosphate = diphosphate + O-phospho-microsomal-membrane protein.	microsomal-membrane protein							
GO:0047321	diphosphate-protein phosphotransferase activity	Catalysis of the reaction: microsomal-membrane protein + diphosphate = diphosphate + O-phospho-microsomal-membrane protein.	O-phospho-microsomal-membrane protein							
GO:0047967	glycyrrhizinate beta-glucuronidase activity	Catalysis of the reaction: glycyrrhizate + H(2)O = 2-(beta-D-glucuronosyl)-D-glucuronate + glycyrrhetinate.	glycyrrhizate							
GO:0047967	glycyrrhizinate beta-glucuronidase activity	Catalysis of the reaction: glycyrrhizate + H(2)O = 2-(beta-D-glucuronosyl)-D-glucuronate + glycyrrhetinate.	H(2)O							
GO:0018622	4-chlorophenylacetate 3,4-dioxygenase activity	Catalysis of the reaction: 4-chlorophenylacetate + NADH + O(2) = 3,4-dihydroxyphenylacetate + chloride + NAD(+).	O(2)							
GO:0008758	UDP-2,3-diacylglucosamine hydrolase activity	Catalysis of the reaction: H2O + UDP-2,3-bis(3-hydroxymyristoyl)glucosamine = 2,3-bis(3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate + UMP.	2,3-bis(3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate							
GO:0008758	UDP-2,3-diacylglucosamine hydrolase activity	Catalysis of the reaction: H2O + UDP-2,3-bis(3-hydroxymyristoyl)glucosamine = 2,3-bis(3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate + UMP.	2,3-bis(3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate							
GO:0008758	UDP-2,3-diacylglucosamine hydrolase activity	Catalysis of the reaction: H2O + UDP-2,3-bis(3-hydroxymyristoyl)glucosamine = 2,3-bis(3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate + UMP.	2,3-bis(3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate							
GO:0008758	UDP-2,3-diacylglucosamine hydrolase activity	Catalysis of the reaction: H2O + UDP-2,3-bis(3-hydroxymyristoyl)glucosamine = 2,3-bis(3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate + UMP.	2,3-bis(3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate							
GO:0008384	IkappaB kinase activity	Catalysis of the reaction: ATP + IkappaB protein = ADP + IkappaB phosphoprotein.	IkappaB protein							
GO:0008384	IkappaB kinase activity	Catalysis of the reaction: ATP + IkappaB protein = ADP + IkappaB phosphoprotein.	IkappaB phosphoprotein							
GO:1990107	thiazole synthase activity	Catalysis of the reaction: 1-deoxy-D-xylulose 5-phosphate + 2-iminoacetate + thiocarboxy-adenylate-[sulfur-carrier protein ThiS] = 2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate + [sulfur-carrier protein ThiS] + 2 H2O.	thiocarboxy-adenylate-[sulfur-carrier protein ThiS]							
GO:1990107	thiazole synthase activity	Catalysis of the reaction: 1-deoxy-D-xylulose 5-phosphate + 2-iminoacetate + thiocarboxy-adenylate-[sulfur-carrier protein ThiS] = 2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate + [sulfur-carrier protein ThiS] + 2 H2O.	[sulfur-carrier protein ThiS]							
GO:0004127	cytidylate kinase activity	Catalysis of the reaction: ATP + (d)CMP = ADP + (d)CDP.	(d)CMP							
GO:0004127	cytidylate kinase activity	Catalysis of the reaction: ATP + (d)CMP = ADP + (d)CDP.	(d)CDP							
GO:0120092	crotonyl-CoA hydratase activity	Catalysis of the reaction: Acetyl-CoA + [protein]-L-lysine = CoA + [protein]-N(6)-acetyl-L-lysine.	[protein]-L-lysine							
GO:0120092	crotonyl-CoA hydratase activity	Catalysis of the reaction: Acetyl-CoA + [protein]-L-lysine = CoA + [protein]-N(6)-acetyl-L-lysine.	[protein]-N(6)-acetyl-L-lysine							
GO:0120092	crotonyl-CoA hydratase activity	Catalysis of the reaction: Acetyl-CoA + [protein]-L-lysine = CoA + [protein]-N(6)-acetyl-L-lysine.	[protein]-L-lysine							
GO:0120092	crotonyl-CoA hydratase activity	Catalysis of the reaction: Acetyl-CoA + [protein]-L-lysine = CoA + [protein]-N(6)-acetyl-L-lysine.	[protein]-N(6)-acetyl-L-lysine							
GO:0047409	alkenylglycerophosphoethanolamine hydrolase activity	Catalysis of the reaction: H2O + 1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine = sn-glycero-3-phosphoethanolamine + an aldehyde.	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine							
GO:0034481	chondroitin sulfotransferase activity	Catalysis of the reaction: 3'-phosphoadenosine 5'-phosphosulfate + chondroitin = adenosine 3',5'-bisphosphate + chondroitin sulfate.	chondroitin							
GO:0010283	pinoresinol reductase activity	Catalysis of the reaction: pinoresinol + NADPH + H+ = lariciresinol + NADP+.	lariciresinol							
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	Catalysis of the reaction: MAP kinase serine/threonine/tyrosine phosphate + H2O = MAP kinase serine/threonine/tyrosine + phosphate.	MAP kinase serine/threonine/tyrosine phosphate							
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	Catalysis of the reaction: MAP kinase serine/threonine/tyrosine phosphate + H2O = MAP kinase serine/threonine/tyrosine + phosphate.	MAP kinase serine/threonine/tyrosine							
GO:0004796	thromboxane-A synthase activity	Catalysis of the reaction: prostaglandin H(2) = thromboxane A(2).	prostaglandin H(2)							
GO:0004796	thromboxane-A synthase activity	Catalysis of the reaction: prostaglandin H(2) = thromboxane A(2).	thromboxane A(2)							
GO:0050591	quinine 3-monooxygenase activity	Catalysis of the reaction: H(+) + NADPH + O(2) + quinine = 3-hydroxyquinine + H(2)O + NADP(+).	O(2)							
GO:0050591	quinine 3-monooxygenase activity	Catalysis of the reaction: H(+) + NADPH + O(2) + quinine = 3-hydroxyquinine + H(2)O + NADP(+).	H(2)O							
GO:0047844	deoxycytidine deaminase activity	Catalysis of the reaction: deoxycytidine + H2O = deoxyuridine + NH3.	deoxycytidine							
GO:0047844	deoxycytidine deaminase activity	Catalysis of the reaction: deoxycytidine + H2O = deoxyuridine + NH3.	deoxyuridine							
GO:0004778	succinyl-CoA hydrolase activity	Catalysis of the reaction: H(2)O + succinyl-CoA = CoA + H(+) + succinate.	H(2)O							
GO:0004778	succinyl-CoA hydrolase activity	Catalysis of the reaction: H(2)O + succinyl-CoA = CoA + H(+) + succinate.	H(2)O							
GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	Catalysis of the reaction: acyl-[acyl-carrier protein] + NAD+ = trans-2,3-dehydroacyl-[acyl-carrier protein] + NADH + H+.	trans-2,3-dehydroacyl-[acyl-carrier protein]							
